11.05.2018 17:44:33
1981 35   0.00,  0.00,  0.00,  0.00,  2.50,  2.50,  5.00,  7.50,  7.50, 10.00, 17.50, 10.00, 17.50,  2.50, 10.00,  5.00,  0.00,  2.50,  0.00,  0.00,  0.00
1981 36   0.00,  0.00,  0.00,  2.50,  0.00,  0.00, 12.50, 20.00, 15.00,  7.50, 10.00,  7.50,  5.00,  5.00,  5.00,  7.50,  0.00,  2.50,  0.00,  0.00,  0.00
1981 37   0.00,  0.00,  0.00,  0.00,  2.50,  5.00, 12.50, 22.50, 17.50,  5.00, 10.00,  5.00, 10.00,  2.50,  2.50,  2.50,  2.50,  0.00,  0.00,  0.00,  0.00
1981 38   0.00,  0.00,  0.00,  0.00,  7.50,  7.50, 15.00, 10.00, 27.50,  5.00,  5.00,  5.00,  7.50,  2.50,  2.50,  5.00,  0.00,  0.00,  0.00,  0.00,  0.00
1981 39   0.00,  0.00,  0.00,  0.00, 12.50,  7.50, 17.50, 15.00, 12.50,  7.50, 10.00,  5.00,  2.50,  5.00,  2.50,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00
1981 40   0.00,  0.00,  0.00,  2.50, 10.00, 12.50, 22.50, 15.00,  5.00,  2.50, 17.50,  2.50,  2.50,  0.00,  5.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00
1981 41   0.00,  0.00,  0.00,  5.00,  5.00, 15.00, 20.00, 15.00,  7.50,  5.00, 17.50,  0.00,  2.50,  0.00,  0.00,  7.50,  0.00,  0.00,  0.00,  0.00,  0.00
1981 42   0.00,  0.00,  0.00,  5.00,  0.00, 12.50, 22.50, 15.00, 10.00,  7.50, 15.00,  2.50,  0.00,  2.50,  2.50,  5.00,  0.00,  0.00,  0.00,  0.00,  0.00
1981 43   0.00,  0.00,  0.00,  0.00,  7.50, 10.00, 15.00, 27.50, 10.00,  7.50,  7.50,  5.00,  2.50,  5.00,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00
1981 44   0.00,  0.00,  0.00,  0.00,  0.00, 12.50, 10.00, 20.00, 22.50, 10.00, 12.50,  5.00,  5.00,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1981 45   0.00,  0.00,  0.00,  0.00,  0.00,  7.50, 15.00, 15.00, 15.00, 17.50, 25.00,  2.50,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1981 46   0.00,  0.00,  0.00,  0.00,  0.00,  2.50, 15.00, 15.00, 10.00, 12.50, 40.00,  5.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1981 47   0.00,  0.00,  0.00,  0.00,  0.00,  2.50, 12.50, 10.00, 17.50, 10.00, 45.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1981 48   0.00,  0.00,  0.00,  0.00,  0.00, 10.00, 12.50,  7.50, 17.50, 12.50, 40.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1981 49   0.00,  0.00,  0.00,  0.00,  2.50, 10.00, 17.50, 15.00,  7.50,  2.50, 45.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1981 50   0.00,  0.00,  0.00,  2.50,  0.00, 10.00, 20.00, 10.00,  5.00,  7.50, 45.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1981 51   0.00,  0.00,  0.00,  0.00,  2.50,  5.00, 17.50, 10.00,  7.50, 15.00, 42.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1981 52   0.00,  0.00,  0.00,  0.00,  2.50,  2.50,  7.50, 20.00, 12.50, 22.50, 30.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 01   0.00,  0.00,  0.00,  0.00,  2.50,  5.00, 10.00, 20.00, 22.50, 15.00, 25.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 02   0.00,  0.00,  0.00,  0.00,  5.00,  2.50, 17.50, 20.00, 22.50, 10.00, 22.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 03   0.00,  0.00,  0.00,  0.00,  5.00, 15.00, 15.00, 20.00, 12.50, 12.50, 15.00,  5.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 04   0.00,  0.00,  0.00,  0.00, 10.00, 12.50, 27.50, 17.50, 10.00, 12.50,  7.50,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 05   0.00,  0.00,  0.00,  0.00,  2.50, 17.50, 37.50, 17.50, 10.00,  7.50,  7.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 06   0.00,  0.00,  0.00,  2.50,  0.00, 22.50, 30.00, 15.00, 17.50,  7.50,  2.50,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 07   0.00,  0.00,  0.00,  0.00,  2.50, 17.50, 40.00, 17.50, 10.00,  5.00,  2.50,  5.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 08   0.00,  0.00,  0.00,  0.00,  5.00, 22.50, 22.50, 25.00, 10.00,  7.50,  5.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 09   0.00,  0.00,  0.00,  0.00, 10.00, 30.00, 25.00,  7.50, 12.50, 10.00,  5.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 10   0.00,  0.00,  0.00,  2.50, 12.50, 27.50, 17.50, 15.00,  7.50, 10.00,  7.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 11   0.00,  0.00,  0.00,  2.50, 12.50, 27.50, 15.00, 17.50,  5.00, 10.00,  7.50,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 12   0.00,  0.00,  0.00,  2.50, 15.00, 20.00, 20.00, 12.50, 12.50,  5.00, 10.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 13   0.00,  0.00,  0.00,  2.50, 17.50, 17.50, 12.50, 15.00,  7.50, 15.00,  2.50,  7.50,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 14   0.00,  0.00,  0.00,  2.50, 20.00, 20.00, 12.50, 12.50,  7.50,  7.50,  7.50,  2.50,  2.50,  5.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 15   0.00,  0.00,  0.00,  2.50, 15.00, 25.00, 17.50,  7.50,  7.50,  7.50, 10.00,  2.50,  2.50,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 16   0.00,  0.00,  0.00,  2.50, 22.50, 17.50, 20.00, 10.00,  5.00, 10.00,  5.00,  5.00,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 17   0.00,  0.00,  2.50,  5.00, 20.00, 12.50, 20.00, 12.50,  5.00,  7.50,  5.00,  5.00,  2.50,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 18   0.00,  2.50,  2.50,  2.50,  2.50, 10.00, 27.50, 17.50,  5.00, 10.00,  0.00,  7.50,  7.50,  2.50,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 19   0.00,  2.50,  5.00,  2.50,  2.50,  2.50, 27.50, 22.50,  7.50,  5.00,  5.00,  5.00,  7.50,  2.50,  0.00,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00
1982 20   0.00,  2.50,  5.00,  0.00,  2.50, 10.00, 27.50, 17.50,  7.50,  7.50,  7.50,  5.00,  5.00,  0.00,  0.00,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00
1982 21   0.00,  2.50,  5.00,  2.50,  2.50,  7.50, 25.00, 17.50, 10.00, 15.00,  2.50,  0.00,  5.00,  2.50,  0.00,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00
1982 22   0.00,  2.50,  5.00,  5.00,  2.50,  5.00, 20.00, 20.00, 15.00, 15.00,  0.00,  2.50,  0.00,  2.50,  2.50,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00
1982 23   0.00,  2.50,  7.50,  2.50,  5.00,  7.50, 20.00, 20.00, 15.00,  7.50,  5.00,  0.00,  2.50,  0.00,  0.00,  2.50,  2.50,  0.00,  0.00,  0.00,  0.00
1982 24   0.00,  2.50,  7.50,  0.00,  5.00, 10.00, 20.00, 17.50, 12.50, 10.00,  5.00,  2.50,  0.00,  2.50,  0.00,  0.00,  2.50,  2.50,  0.00,  0.00,  0.00
1982 25   0.00,  5.00,  0.00,  5.00,  2.50,  5.00, 15.00, 27.50, 12.50, 12.50,  2.50,  2.50,  0.00,  2.50,  0.00,  2.50,  0.00,  2.50,  2.50,  0.00,  0.00
1982 26   0.00,  0.00,  2.50,  5.00,  2.50,  7.50,  7.50, 22.50, 15.00, 10.00, 12.50,  5.00,  0.00,  2.50,  0.00,  0.00,  2.50,  2.50,  2.50,  0.00,  0.00
1982 27   0.00,  0.00,  5.00,  0.00,  0.00, 10.00,  7.50, 20.00, 15.00,  7.50, 10.00,  5.00, 10.00,  2.50,  0.00,  0.00,  2.50,  0.00,  5.00,  0.00,  0.00
1982 28   0.00,  0.00,  2.50,  2.50,  2.50,  2.50, 17.50, 17.50, 12.50, 12.50,  7.50,  2.50,  7.50,  5.00,  0.00,  2.50,  0.00,  2.50,  0.00,  2.50,  0.00
1982 29   0.00,  0.00,  0.00,  2.50,  5.00,  7.50, 15.00, 15.00, 12.50, 15.00,  2.50,  2.50, 10.00,  2.50,  2.50,  0.00,  2.50,  2.50,  0.00,  2.50,  0.00
1982 30   0.00,  0.00,  0.00,  2.50,  5.00,  5.00, 17.50, 12.50, 12.50, 15.00,  5.00,  2.50,  7.50,  7.50,  0.00,  0.00,  2.50,  2.50,  2.50,  0.00,  0.00
1982 31   0.00,  0.00,  0.00,  2.50,  5.00,  0.00, 22.50,  7.50, 15.00, 17.50,  2.50,  0.00, 12.50,  2.50,  5.00,  0.00,  5.00,  0.00,  2.50,  0.00,  0.00
1982 32   0.00,  0.00,  0.00,  0.00,  5.00,  2.50, 22.50,  7.50, 17.50, 12.50,  5.00,  2.50, 10.00,  2.50,  2.50,  5.00,  2.50,  0.00,  2.50,  0.00,  0.00
1982 33   0.00,  0.00,  0.00,  0.00,  0.00,  7.50, 17.50, 15.00, 20.00,  7.50,  2.50, 10.00,  5.00,  2.50,  7.50,  0.00,  2.50,  2.50,  0.00,  0.00,  0.00
1982 34   0.00,  0.00,  0.00,  0.00,  2.50,  7.50, 10.00, 22.50, 15.00, 10.00,  7.50, 10.00,  0.00,  5.00,  5.00,  2.50,  0.00,  2.50,  0.00,  0.00,  0.00
1982 35   0.00,  0.00,  0.00,  0.00,  5.00,  5.00, 20.00, 17.50, 12.50,  7.50, 12.50,  2.50,  5.00,  5.00,  2.50,  2.50,  2.50,  0.00,  0.00,  0.00,  0.00
1982 36   0.00,  0.00,  0.00,  2.50, 10.00,  2.50, 27.50, 10.00, 12.50, 12.50,  5.00, 10.00,  0.00,  5.00,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00
1982 37   0.00,  0.00,  2.50,  5.00,  5.00, 20.00, 15.00, 15.00, 10.00, 12.50,  7.50,  2.50,  2.50,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 38   0.00,  0.00,  2.50,  0.00, 12.50, 20.00, 12.50, 17.50, 15.00,  7.50,  7.50,  0.00,  2.50,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 39   0.00,  0.00,  0.00,  5.00, 12.50, 20.00, 12.50, 15.00, 17.50, 10.00,  2.50,  2.50,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 40   0.00,  0.00,  0.00,  0.00, 20.00, 15.00, 17.50, 20.00, 17.50,  2.50,  5.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 41   0.00,  0.00,  0.00,  7.50, 15.00, 17.50, 15.00, 22.50, 10.00, 10.00,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 42   0.00,  0.00,  0.00, 10.00, 15.00, 20.00, 17.50, 17.50,  7.50, 10.00,  0.00,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 43   0.00,  0.00,  2.50, 10.00, 15.00, 17.50, 17.50, 15.00, 12.50,  5.00,  2.50,  0.00,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
1982 44   0.00,  0.00,  5.00, 15.00, 10.00, 27.50, 12.50, 17.50,  7.50,  2.50,  2.50,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
